Name,Redshift,Classification,Requested
WISEA J093806.06+401745.6,0.041537,E0,E
WISEA J093843.30+414016.3,0.041315,S0,S0
WISEA J093937.96+410558.9,0.043793,E0,E
WISEA J093938.63+385358.7,0.045529,S0^-,S0
WISEA J093940.30+450431.3,0.042569,S0^-,S0
WISEA J094011.29+522919.6,0.057415,AGN,S0
WISEA J094129.01+012720.3,0.061852,S0/a,S0
WISEA J094129.01+012720.3,0.061852,S0/a,S0/a
WISEA J094135.11+352743.5,0.043050,S0^-,S0
WISEA J094155.15+412433.6,0.047151,E0,E
WISEA J094200.37+531419.1,0.045585,E0,E
WISEA J094227.60+393930.6,0.041086,S0/a,S0/a
WISEA J094227.60+393930.6,0.041086,S0/a,S0
WISEA J094241.32+095438.0,0.050881,S0/a,S0
WISEA J094241.32+095438.0,0.050881,S0/a,S0/a
WISEA J094248.77+094701.9,0.059706,E0,E
WISEA J094256.88+465927.9,0.420000,S0,S0
WISEA J094302.92+465756.2,0.403900,S0,S0
WISEA J094304.37+480513.1,0.024558,S0^-,S0
WISEA J094305.16+465950.3,0.405707,E,E
WISEA J094306.42+465924.3,0.457963,E/S0,E
WISEA J094306.42+465924.3,0.457963,E/S0,S0
WISEA J094306.69+465850.0,0.410800,E,E
WISEA J094308.99+465934.6,0.401800,E,E
WISEA J094312.20+061807.4,0.062342,E0,E
WISEA J094313.54+372328.9,0.053093,Sy2,S0/a
WISEA J094313.54+372328.9,0.053093,Sy2,S0
WISEA J094315.41+025658.9,0.072088,E0,E
WISEA J094323.04+385603.1,0.040735,S0^-,S0
WISEA J094323.33+061803.8,0.061449,E0,E
WISEA J094331.93+392349.6,0.040734,E0,E
WISEA J094335.94+391038.7,0.040337,S0,S0
WISEA J094346.57+112723.0,0.038989,S0^-,S0
WISEA J094347.45+002754.9,0.030378,NLAGN,S0/a
WISEA J094347.45+002754.9,0.030378,NLAGN,S0
WISEA J094405.01+004400.7,0.036177,E0,E
WISEA J094420.84+043531.8,0.061301,S0^-,S0
WISEA J094421.55+520904.9,0.047286,S0^-,S0
WISEA J094426.96+042957.6,0.046705,S0,S0
WISEA J094435.09+520423.0,0.046662,E0,E
WISEA J094438.13+551415.3,0.077981,S0,S0
WISEA J094505.79+513122.7,0.048129,S0,S0
WISEA J094530.32+114309.9,0.047580,E0,E
WISEA J094552.53-000534.1,0.062513,Sa,E
WISEA J094557.21+025029.8,0.059804,S0,S0
WISEA J094558.79+431817.8,0.071578,E0,E
WISEA J094606.08+090540.6,0.049217,E0,E
WISEA J094606.35+421632.5,0.080992,E0,E
WISEA J094626.72+344718.3,0.059470,E0,E
WISEA J094638.54+355942.7,0.022045,E0,E
WISEA J094642.63+523952.8,0.047273,S0^-,S0
WISEA J094650.18+432525.8,0.072210,BrClG,S0/a
WISEA J094650.18+432525.8,0.072210,BrClG,S0
WISEA J094659.86+403709.1,0.046838,S0/a,S0/a
WISEA J094659.86+403709.1,0.046838,S0/a,S0
WISEA J094708.80+421125.5,0.072135,E0,E
WISEA J094719.86+432401.4,0.072298,E0,E
WISEA J094731.55+481511.5,0.024768,E0,E
WISEA J094804.85+502921.9,0.049819,E0,E
WISEA J094805.19+004515.9,0.062006,E0,E
WISEA J094810.32+483752.2,0.046554,E0,E
WISEA J094811.36+543154.2,0.045968,E0,E
WISEA J094832.31+382027.8,0.044634,S0^-,S0
WISEA J094832.82+373649.0,0.048842,S0^-,S0
WISEA J094835.61+390342.6,0.071312,HII,S0
WISEA J094840.38+542332.0,0.046987,E0,E
WISEA J094918.47+391446.9,0.045425,E/S0,S0
WISEA J094929.29+081501.3,0.029836,S0,S0
WISEA J094937.91+404125.1,0.046991,S0^-,S0
WISEA J094947.61+433251.8,0.072151,E0,E
WISEA J095040.81+541121.1,0.044982,E0,E
WISEA J095058.73+515504.8,0.048742,E0,E
WISEA J095131.18+032408.1,0.060102,S0^-,S0
WISEA J095200.03+023511.9,0.068201,S0/a,S0
WISEA J095200.03+023511.9,0.068201,S0/a,S0/a
WISEA J095204.54+061233.1,0.061890,E0,E
WISEA J095208.50+520730.1,0.038912,S0/a,S0/a
WISEA J095208.50+520730.1,0.038912,S0/a,S0
WISEA J095210.62+023724.5,0.051135,S0^-,S0
WISEA J095211.97+041252.3,0.030959,S0^-,S0
WISEA J095225.10+361557.9,0.059331,E0,E
WISEA J095227.70+395925.6,0.047724,S0/a,S0
WISEA J095227.70+395925.6,0.047724,S0/a,S0/a
WISEA J095231.63+485003.8,0.061527,S0,S0
WISEA J095300.18+373145.8,0.040524,S0/a,S0
WISEA J095300.18+373145.8,0.040524,S0/a,S0/a
WISEA J095306.63+064228.2,0.060442,S0^-,S0
WISEA J095330.43+002655.1,0.079705,AGN,E
WISEA J095341.38+014202.6,0.098372,BrClG          AGN,E
WISEA J095351.03-074733.7,0.019323,,S0/a
WISEA J095351.03-074733.7,0.019323,,S0
WISEA J095412.00+103011.8,0.041143,S0,S0
WISEA J095419.91+074132.0,0.059728,E0,E
WISEA J095424.19+004925.4,0.047511,E0,E
WISEA J095428.25+022338.8,0.032926,S0^-,S0
WISEA J095434.14+375641.8,0.064530,S0/a,S0
WISEA J095434.14+375641.8,0.064530,S0/a,S0/a
WISEA J095443.22+363624.3,0.037436,E0,E
WISEA J095450.75+523524.4,0.034873,E0,E
WISEA J095514.40+122635.4,0.063739,E0,E
WISEA J095545.47+361136.8,0.039898,S0^-,S0
WISEA J095548.87-000549.5,0.083952,E0,E
WISEA J095611.83-092808.7,0.019097,HII,S0
WISEA J095611.83-092808.7,0.019097,HII,S0/a
WISEA J095614.58+362513.9,0.051083,E0,E
WISEA J095616.05+501159.1,0.053529,E0,E
WISEA J095622.41+125630.0,0.035441,2MASS Extended Ver.2,E
WISEA J095638.62-002128.7,0.087761,BrClG,E
WISEA J095638.79+082921.9,0.029997,S0,S0
WISEA J095643.59+362136.2,0.049551,S0,S0
WISEA J095651.40+001231.7,0.065045,S0^-,S0
WISEA J095658.13+405502.5,0.042564,E0,E
WISEA J095707.76+440658.5,0.074644,E0,E
WISEA J095721.74+363356.2,0.040508,E0,E
WISEA J095728.71+363837.4,0.049713,E0,E
WISEA J095742.66+361301.7,0.040493,S0/a,S0/a
WISEA J095742.66+361301.7,0.040493,S0/a,S0
WISEA J095824.07+102146.2,0.017990,S0/a,S0
WISEA J095824.07+102146.2,0.017990,S0/a,S0/a
WISEA J095837.11-005546.2,0.061399,E0,E
WISEA J095924.13+111115.8,0.041785,S0^-,S0
WISEA J095940.95+113159.3,0.036655,S0/a,S0/a
WISEA J095940.95+113159.3,0.036655,S0/a,S0
WISEA J095941.92+393926.6,0.028497,E0,E
WISEA J095948.33+010542.2,0.032307,NLAGN,S0/a
WISEA J095948.33+010542.2,0.032307,NLAGN,S0
WISEA J095948.62+083122.0,0.049149,S0^-,S0
WISEA J100025.68+090058.4,0.058270,S0,S0
WISEA J100031.69+003256.2,0.032522,S0^-,S0
WISEA J100059.70-093048.5,0.011504,SB(s)m:,B
WISEA J100109.53-000446.1,0.045263,BrClG,E
WISEA J100142.28+095558.2,0.056784,BrClG,E
WISEA J100146.54+614955.0,0.073776,E0,E
WISEA J100152.64+030041.3,0.044090,S0,S0
WISEA J100152.95-000730.4,0.032831,D              AGN,S0
WISEA J100202.39+403055.1,0.066306,E0,E
WISEA J100234.48+370540.3,0.041968,E0,E
WISEA J100245.39+042717.6,0.021450,S0/a,S0/a
WISEA J100245.39+042717.6,0.021450,S0/a,S0
WISEA J100306.20+002714.8,0.045104,BrClG,E
WISEA J100307.68+032101.4,0.058140,S0^-,S0
WISEA J100307.83+000242.3,0.067338,E0,E
WISEA J100314.33+104354.7,0.035200,S0,S0
WISEA J100333.16+413740.7,0.066041,E0,E
WISEA J100346.82+132340.0,0.042736,E,S0
WISEA J100351.56+484706.0,0.065243,E0,E
WISEA J100355.46+105300.5,0.022567,E0,E
WISEA J100405.91+513657.7,0.049317,E0,E
WISEA J100423.52+543447.7,0.047916,S0^-,S0
WISEA J100423.95+122554.8,0.062587,S0^-,S0
WISEA J100427.09+003126.4,0.046613,E0,E
WISEA J100433.47+014715.9,0.030994,S0^-,S0
WISEA J100440.89+002211.8,0.044609,SBb(r),S0/a
WISEA J100440.89+002211.8,0.044609,SBb(r),S0
WISEA J100441.40+071231.9,0.023092,S0,S0
WISEA J100454.11+572951.2,0.073179,S0^-,S0
WISEA J100511.86+501059.3,0.050468,E0,E
WISEA J100515.62+003637.2,0.062638,E0,E
WISEA J100529.16+555714.5,0.026048,E0,E
WISEA J100531.05+443401.7,0.023479,E0,E
WISEA J100536.02+364424.4,0.052154,S0,S0
WISEA J100614.44-122113.8,,SB(s)m,B
WISEA J100631.51+010829.3,0.045455,E0,E
WISEA J100644.58+435318.8,0.078622,AGN,E
WISEA J100653.88+092312.7,0.031973,S0,S0
WISEA J100656.44+371648.5,0.033677,E0,E
WISEA J100704.89+070058.4,0.031270,S0,S0
WISEA J100735.94+581241.3,0.079077,AGN,E
WISEA J100742.67+111022.0,0.023458,S0^-,S0
WISEA J100743.17+091958.7,0.057428,S0,S0
WISEA J100743.63+554934.5,0.045155,S0,S0/a
WISEA J100743.63+554934.5,0.045155,S0,S0
WISEA J100749.16+394417.3,0.080833,S0^-,S0
WISEA J100749.87-113017.6,,IB(s)m,B
WISEA J100752.90-000913.5,0.046119,S0/a,S0
WISEA J100752.90-000913.5,0.046119,S0/a,S0/a
WISEA J100758.23+011608.3,0.045157,E0,E
WISEA J100813.30+002259.2,0.062381,S0,S0
WISEA J100813.78+122909.3,0.030868,S0/a,S0
WISEA J100813.78+122909.3,0.030868,S0/a,S0/a
WISEA J100818.11+430022.2,0.073716,E0,E
WISEA J100832.85+090329.8,0.079553,S0^-,S0
WISEA J100836.74+093706.5,0.046370,S0,S0
WISEA J100846.34+383805.8,0.056180,E0,E
WISEA J100854.94+373929.8,0.053488,Sy1,S0
WISEA J100855.36+014421.1,0.045180,E/S0           AGN,S0
WISEA J100913.75+383458.4,0.052368,E0,E
WISEA J100915.12+603706.8,0.071983,S0/a,S0
WISEA J100915.12+603706.8,0.071983,S0/a,S0/a
WISEA J100920.27+092323.1,0.069409,E0,E
WISEA J100925.55+405515.5,0.063896,E0,E
WISEA J100930.40-002001.8,0.045663,S0/a,S0
WISEA J100930.40-002001.8,0.045663,S0/a,S0/a
WISEA J100938.95+544307.8,0.045711,E0,E
WISEA J101010.33+543313.9,0.045743,S0^-,S0
WISEA J101039.33+113645.5,0.042626,S0,S0
WISEA J101058.00-003009.9,0.046003,E0,E
WISEA J101128.38+543910.2,0.046165,Elliptical,E
WISEA J101135.09+091421.9,0.027723,E0,E
WISEA J101142.05+061449.9,0.063720,E0,E
WISEA J101143.66+103420.4,0.052006,E0,E
WISEA J101145.57+552356.9,0.046427,S0/a,S0
WISEA J101145.57+552356.9,0.046427,S0/a,S0/a
WISEA J101202.60+553341.7,0.040522,S0,S0
WISEA J101216.80+124304.9,0.042889,E,S0
WISEA J101241.30+055545.6,0.054273,E0,E
WISEA J101256.05+091204.5,0.060633,E0,E
WISEA J101259.21-005332.8,0.044357,SB0,S0
WISEA J101302.89-171821.2,0.031909,HII,S0/a
WISEA J101302.89-171821.2,0.031909,HII,S0
WISEA J101314.42-004641.4,0.033227,S0,S0
WISEA J101323.60-005334.0,0.045416,S0,S0
WISEA J101324.47-005033.7,0.042285,SB0,S0
WISEA J101325.67-005435.2,0.041681,S0,S0
WISEA J101328.46+112154.1,0.053332,S0,S0
WISEA J101328.99-005332.5,0.041171,S0,S0
WISEA J101330.14-010036.0,0.050361,SB0,S0
WISEA J101339.49+384443.3,0.021273,S0,S0
WISEA J101340.16-005503.5,0.043330,E,E
WISEA J101342.26-005425.8,0.045072,S0,S0
WISEA J101350.48+382231.4,0.021762,S0,S0
WISEA J101353.44-005235.9,0.046765,E/S0,E
WISEA J101355.66-005310.1,0.041111,S0,S0
WISEA J101356.63-010659.3,0.044802,S0/S,S0
WISEA J101358.52+122239.6,0.059429,S0,S0
WISEA J101359.01-000453.2,0.090375,BrClG,S0
WISEA J101409.54-005353.9,0.047158,S0,S0
WISEA J101425.70-005218.7,0.048121,S0,E
WISEA J101427.07+405642.2,0.022951,S0/a,S0/a
WISEA J101427.07+405642.2,0.022951,S0/a,S0
WISEA J101427.99-005411.0,0.045238,SB0,S0
WISEA J101434.25-005012.9,0.044707,S0,S0
WISEA J101437.13+002029.5,0.071153,E0,E
WISEA J101459.04+455533.2,0.025017,E0,E
WISEA J101500.90+123350.5,0.060010,E0,E
WISEA J101537.59+003131.0,0.070676,BrClG          HII,S0
WISEA J101541.76+070308.4,0.027687,S0/a,S0/a
WISEA J101541.76+070308.4,0.027687,S0/a,S0
WISEA J101552.66-002412.2,0.070618,E/S0;BrClG,E
WISEA J101559.76+490038.4,0.050665,E0,E
WISEA J101628.36+033502.7,0.048420,SF,S0
WISEA J101645.11+421025.5,0.055026,"S0/a, Int?     NLSy1",S0/a
WISEA J101645.11+421025.5,0.055026,"S0/a, Int?     NLSy1",S0
WISEA J101648.16+081821.5,0.027686,S0,S0
WISEA J101655.53+540307.3,0.063652,E0,E
WISEA J101728.77+060043.0,0.068696,E0,E
WISEA J101746.00+104355.2,0.051570,E0,E
WISEA J101750.07+421234.5,0.055434,S0^-,S0
WISEA J101829.28+100048.8,0.022761,S0,S0
WISEA J101832.52-005932.3,0.049314,Sa(f),S0
WISEA J101832.52-005932.3,0.049314,Sa(f),S0/a
WISEA J101909.84+570652.3,0.025360,E0,E
WISEA J101913.20+483241.2,0.062858,E0,E
WISEA J101923.90+633326.0,0.040814,S0/a,S0/a
WISEA J101923.90+633326.0,0.040814,S0/a,S0
WISEA J101942.19+131514.7,0.023435,E0,E
WISEA J101944.27-003817.7,0.093574,BrClG          AGN,E
WISEA J101948.54+380606.6,0.053465,S0,S0
WISEA J101952.09+405918.4,0.091431,cD;BrClG,E
WISEA J101953.21+042349.3,0.062682,S0,S0
WISEA J102003.94-061126.9,0.053457,S0,S0
WISEA J102009.16+473407.5,0.041058,E0,E
WISEA J102031.12+031339.7,0.061633,S0^-,S0
WISEA J102103.37+111931.7,0.061622,S0,E
WISEA J102123.89+135525.1,0.046184,E0,E
WISEA J102127.79+015256.5,0.073096,S0^-,S0
WISEA J102135.58+134632.2,0.045519,S0,S0
WISEA J102137.15+140613.9,0.032167,E0,E
WISEA J102157.21+394343.4,0.062795,E0,E
WISEA J102203.31+134610.2,0.018600,S0^-,S0
WISEA J102231.79+022138.9,0.072816,BrClG,E
WISEA J102251.94+104459.5,0.044459,S0/a,S0
WISEA J102251.94+104459.5,0.044459,S0/a,S0/a
WISEA J102314.31+125223.4,0.032928,S,S0
WISEA J102321.47+571822.5,0.046138,E0,E
WISEA J102327.06+103612.7,0.043787,S0,S0
WISEA J102331.25+072035.6,0.033183,S0^-,S0
WISEA J102353.86+414030.1,0.044632,S0/a,S0/a
WISEA J102353.86+414030.1,0.044632,S0/a,S0
WISEA J102402.09+122625.7,0.032483,S0/a,S0
WISEA J102402.09+122625.7,0.032483,S0/a,S0/a
WISEA J102403.27+420629.7,0.043546,E0,E
WISEA J102403.87+124428.1,0.044594,S,S0
WISEA J102421.03+120248.3,0.053318,S0^-,S0
WISEA J102430.64+394437.8,0.062844,E0,E
WISEA J102432.58+474936.6,0.060040,E0,E
WISEA J102449.88+014117.7,0.033996,S0/a,S0
WISEA J102449.88+014117.7,0.033996,S0/a,S0/a
WISEA J102457.62+474513.3,0.058694,AGN,E
WISEA J102501.66+113006.1,0.061557,E0,E
WISEA J102503.91+491235.8,0.048761,S0/a,S0
WISEA J102503.91+491235.8,0.048761,S0/a,S0/a
WISEA J102506.65+122453.0,0.033209,S0,S0
WISEA J102511.52+474420.7,0.062107,AGN,E
WISEA J102544.09+471935.4,0.062131,ALG,E
WISEA J102544.21+102230.4,0.045682,BrClG,S0
WISEA J102545.83+474047.1,0.042732,S0^-,S0
WISEA J102551.92+393145.2,0.044386,S0,S0
WISEA J102559.07+390744.9,0.044283,S0^-,S0
WISEA J102559.16+111848.6,0.062684,S0^-,S0
WISEA J102601.57+052757.0,0.044934,S0,S0
WISEA J102624.45+411740.7,0.052082,S0^-,S0
WISEA J102633.02+465807.0,0.060895,E0,E
WISEA J102646.43+485038.9,0.043226,S0,S0
WISEA J102646.94+094352.6,0.046018,E0,E
WISEA J102649.98+530719.8,0.063501,E0,E
WISEA J102652.63+401955.1,0.065686,S0/a,S0
WISEA J102652.63+401955.1,0.065686,S0/a,S0/a
WISEA J102701.90+541944.9,0.031737,S0/a,S0/a
WISEA J102701.90+541944.9,0.031737,S0/a,S0
WISEA J102710.18+425209.7,0.025646,S0,S0
WISEA J102727.43+132525.5,0.031515,S0/a,S0/a
WISEA J102727.43+132525.5,0.031515,S0/a,S0
WISEA J102754.62+474003.4,0.042851,S0,S0
WISEA J102756.01+111444.6,0.032451,S0,S0
WISEA J102819.45+433308.3,0.052407,E0,E
WISEA J102825.40+085859.4,0.036518,S0/a,S0/a
WISEA J102825.40+085859.4,0.036518,S0/a,S0
WISEA J102830.15+490417.3,0.043217,S0,S0
WISEA J102849.96+045737.9,0.022944,S0/a,S0
WISEA J102849.96+045737.9,0.022944,S0/a,S0/a
WISEA J102859.02+030727.6,0.072560,BrClG,E
WISEA J102920.98+074605.4,0.035088,S0,S0
WISEA J102925.74+140823.4,0.060937,S0       Cand. BLAGN,S0/a
WISEA J102925.74+140823.4,0.060937,S0       Cand. BLAGN,S0
WISEA J102932.89+513633.2,0.024977,S0/a,S0/a
WISEA J102932.89+513633.2,0.024977,S0/a,S0
WISEA J102951.17+084132.3,0.046869,E0,E
WISEA J102952.97+401959.7,0.067419,BrClG,E
WISEA J102953.04-352230.8,0.006118,d:SB01,E
WISEA J103000.92+085202.5,0.052236,E0,E
WISEA J103023.79-351513.4,0.003869,SAB(rs)0^0^,AB
WISEA J103023.79-351513.4,0.003869,SAB(rs)0^0^,S0
WISEA J103024.59+035931.3,0.067896,E0,E
WISEA J103053.57+411316.0,0.092116,BrClG          PEG,E
WISEA J103122.35+075613.5,0.066451,S0^-,S0
WISEA J103155.75+492156.4,0.052118,Sa,S0
WISEA J103155.75+492156.4,0.052118,Sa,S0/a
WISEA J103158.38+113622.9,0.019042,S0^-,S0
WISEA J103204.09+435133.5,0.028376,S0^-,S0
WISEA J103213.97+401616.6,0.077626,cD;BrClG,E
WISEA J103238.54+530923.7,0.066786,BrClG,E
WISEA J103245.13+522531.5,0.065769,E0,E
WISEA J103249.55+395047.6,0.029695,E0,E
WISEA J103255.73+082321.1,0.041974,S0^-,S0
WISEA J103259.97+075424.2,0.067007,E0,E
WISEA J103301.63+120612.3,0.032458,S0/a,S0/a
WISEA J103301.63+120612.3,0.032458,S0/a,S0
WISEA J103334.63+115425.2,0.033468,S0^-           AGN,S0
WISEA J103347.41+124358.1,0.032487,S0^-,S0
WISEA J103359.40+040229.7,0.045982,S0/a,S0/a
WISEA J103359.40+040229.7,0.045982,S0/a,S0
WISEA J103403.20+071313.1,0.067097,S0,S0
WISEA J103439.13+033534.2,0.074362,S0,S0
WISEA J103446.21+034413.4,0.085142,E0,E
WISEA J103458.31+135249.1,0.032863,E0,E
WISEA J103509.04+444557.5,0.026416,S0,S0
WISEA J103516.51+384831.0,0.043273,S0^-,S0
WISEA J103521.43+104554.8,0.088859,E0,E
WISEA J103604.26-273031.9,0.007682,E+ pec:,E
WISEA J103606.56+440200.9,0.018244,S0,S0
WISEA J103620.00+502057.0,0.044761,E0,E
WISEA J103631.86+451645.9,0.053617,E0,E
WISEA J103641.19-273339.7,0.016111,S0- sp,S0
WISEA J103713.69+084323.7,0.066900,S0/a,S0
WISEA J103713.69+084323.7,0.066900,S0/a,S0/a
WISEA J103747.36+394846.0,0.068677,E0,E
WISEA J103806.57+495826.8,0.042609,S0^-,S0
WISEA J103807.13+081119.9,0.066578,E0,E
WISEA J103807.40+124030.1,0.047818,E0,E
WISEA J103845.44+523921.7,0.021807,SBa,S0
WISEA J103852.41+084846.8,0.031853,S0/a,S0/a
WISEA J103852.41+084846.8,0.031853,S0/a,S0
WISEA J103858.11+122921.3,0.026346,S0/a,S0/a
WISEA J103858.11+122921.3,0.026346,S0/a,S0
WISEA J103904.05-083717.9,0.067003,S0,S0
WISEA J103905.07+122627.5,0.054059,E0,E
WISEA J103906.62+051235.2,0.067715,Ell.;BrClG     LERG,E
WISEA J103916.18+052913.2,0.028371,S0/a,S0
WISEA J103916.18+052913.2,0.028371,S0/a,S0/a
WISEA J103918.49+005023.5,0.065915,Sbc,S0
WISEA J103918.52-084313.3,0.065379,S0,S0
WISEA J103920.00+050811.3,0.068792,S0^-,S0
WISEA J103920.02+114128.1,0.047852,S0^-,S0
WISEA J103929.51+131633.3,0.052533,S0/a,S0
WISEA J103929.51+131633.3,0.052533,S0/a,S0/a
WISEA J103930.44+394719.0,0.092965,BrClG,E
WISEA J103930.59-083917.4,0.064051,S0,S0
WISEA J103931.41-084340.7,0.055812,S0,S0
WISEA J103931.92-084221.0,0.062006,E,E
WISEA J103937.75-083231.1,0.066936,S0,S0
WISEA J103939.56+110135.7,0.064274,S0^-,S0
WISEA J103943.31-084653.7,0.060108,S0,S0
WISEA J103944.21-083459.7,0.067670,E,E
WISEA J103950.00-083752.0,0.060705,SB0/E,S0
WISEA J103950.31-084106.5,0.065999,S0/a,S0
WISEA J103953.16-084036.5,0.060062,E/S0,E
WISEA J103953.16-084036.5,0.060062,E/S0,S0
WISEA J103953.63+111216.8,0.052918,E0,E
WISEA J104025.15-085013.6,0.065742,S0,E
WISEA J104034.60-005433.5,0.038993,S0,E
WISEA J104039.13+085141.0,0.051298,E0,E
WISEA J104115.62+045313.8,0.068284,S0^-           AGN,S0
WISEA J104146.80+012312.9,0.072073,Sdm;BrClG,E
WISEA J104154.23+400802.0,0.054027,S0,S0
WISEA J104158.61+585926.9,0.045423,S0^-,S0
WISEA J104159.52+023749.0,0.077962,BrClG,E
WISEA J104200.76+114647.9,0.032955,S0,S0
WISEA J104202.57+074623.8,0.077705,S0,S0
WISEA J104209.42+023614.8,0.078274,S0^-,S0
WISEA J104220.25+581228.9,0.074762,S0,S0
WISEA J104222.71+010735.0,0.071252,Scd,E
WISEA J104232.65+402236.7,0.054798,E0,E
WISEA J104233.03+040435.9,0.034105,S0,S0
WISEA J104234.25+604149.4,0.085940,AGN,E
WISEA J104248.63+110000.9,0.029521,S0a,S0
WISEA J104248.63+110000.9,0.029521,S0a,S0/a
WISEA J104254.80+493044.2,0.031741,E0,E
WISEA J104320.53+404711.0,0.028737,S0/a           AGN,S0/a
WISEA J104320.53+404711.0,0.028737,S0/a           AGN,S0
WISEA J104321.89+135350.8,0.032591,S0/a,S0/a
WISEA J104321.89+135350.8,0.032591,S0/a,S0
WISEA J104322.67+464322.4,0.053681,E0,E
WISEA J104334.70+421935.5,0.044137,S0,S0
WISEA J104334.74-005603.2,0.038710,S0,E
WISEA J104415.35+602420.9,0.051320,S0/a,S0
WISEA J104415.35+602420.9,0.051320,S0/a,S0/a
WISEA J104418.43+064621.5,0.027503,S0,S0
WISEA J104426.90-085400.6,0.027526,,S0
WISEA J104426.90-085400.6,0.027526,,E
WISEA J104431.01+022158.8,0.067117,E0,E
WISEA J104435.78+111746.0,0.053297,E0,E
WISEA J104443.68+074722.7,0.022327,S0/a,S0/a
WISEA J104443.68+074722.7,0.022327,S0/a,S0
WISEA J104445.17+111936.1,0.053290,S0^-,S0
WISEA J104454.17+021903.3,0.055236,Candidate      BLAGN,S0
WISEA J104454.17+021903.3,0.055236,Candidate      BLAGN,S0/a
WISEA J104506.19+461630.3,0.063509,E0,E
WISEA J104507.17+391952.8,0.035559,E0,E
WISEA J104517.63+074850.1,0.069053,S0/a,S0/a
WISEA J104517.63+074850.1,0.069053,S0/a,S0
WISEA J104528.37+454042.2,0.054299,E/S0,E
WISEA J104552.61+453335.6,0.049871,E0,E
WISEA J104608.46+390727.6,0.037482,S0/a,S0/a
WISEA J104608.46+390727.6,0.037482,S0/a,S0
WISEA J104614.14+023322.1,0.018829,S0^-,S0
WISEA J104644.67+404609.5,0.024178,S0^-,S0
WISEA J104650.21+414718.0,0.063692,E0,E
WISEA J104651.66-000630.4,0.040010,Sbc,S0
WISEA J104651.66-000630.4,0.040010,Sbc,S0/a
WISEA J104715.11+385834.7,0.036289,E0,E
WISEA J104730.39+030841.9,0.042156,E0,E
WISEA J104804.28+652404.0,0.041543,S0,S0
WISEA J104807.87+061819.6,0.041911,AGN+SF,E
WISEA J104848.88+663636.4,0.041667,E0,E
WISEA J104852.59+005111.4,0.038440,Sab,S0/a
WISEA J104852.59+005111.4,0.038440,Sab,S0
WISEA J104857.55-044537.5,0.026452,SAB(s)c:,AB
WISEA J104902.18+025258.5,0.068140,E0,E
WISEA J104924.40+001355.1,0.039689,E/S0,S0/a
WISEA J104924.40+001355.1,0.039689,E/S0,S0
WISEA J104926.43+564135.0,0.046757,S0^-,S0
WISEA J104934.36+564106.0,0.047332,S0^-,S0
WISEA J104938.21+104948.0,0.052385,S0,S0
WISEA J104957.88+022426.7,0.040576,S0/a,S0
WISEA J104957.88+022426.7,0.040576,S0/a,S0/a
WISEA J105007.85+484516.2,0.044788,S0/a,S0
WISEA J105007.85+484516.2,0.044788,S0/a,S0/a
WISEA J105022.78+001411.1,0.039424,NLAGN,S0
WISEA J105022.78+001411.1,0.039424,NLAGN,S0/a
WISEA J105055.82+470134.7,0.038886,S0^-,S0
WISEA J105057.75+463623.7,0.039718,S0/a,S0
WISEA J105057.75+463623.7,0.039718,S0/a,S0/a
WISEA J105102.01+113734.2,0.021927,bS0 or S0(M32-type),S0
WISEA J105127.08+574236.4,0.072944,E0,E
WISEA J105135.06+033952.6,0.041928,E0,E
WISEA J105137.46-170728.9,0.018266,(R?+PR?),B
WISEA J105147.93+115901.8,0.046541,E0,E
WISEA J105147.95+105158.2,0.026918,S0,S0
WISEA J105200.78+505034.1,0.026023,S0/a,S0
WISEA J105200.78+505034.1,0.026023,S0/a,S0/a
WISEA J105235.10+475422.9,0.027919,S0,S0
WISEA J105241.70+040913.9,0.042465,S0,S0
WISEA J105248.23+104131.5,0.087605,BrClG,E
WISEA J105252.58+432541.8,0.024237,S0,S0
WISEA J105252.81+015312.7,0.039678,E0,E
WISEA J105300.24+453905.1,0.019461,S0/a,S0/a
WISEA J105300.24+453905.1,0.019461,S0/a,S0
WISEA J105304.48+042935.9,0.041639,E0,E
WISEA J105318.21+015449.3,0.038923,S0/a,S0/a
WISEA J105318.21+015449.3,0.038923,S0/a,S0
WISEA J105426.08+003949.5,0.037434,Sa(s),S0/a
WISEA J105426.08+003949.5,0.037434,Sa(s),S0
WISEA J105441.54+472707.0,0.021723,S0/a,S0
WISEA J105441.54+472707.0,0.021723,S0/a,S0/a
WISEA J105457.67+002708.6,0.067908,S0,S0
WISEA J105510.15+074104.4,0.392189,S0/a,S0
WISEA J105510.15+074104.4,0.392189,S0/a,S0/a
WISEA J105602.37+115219.8,0.047811,E0,E
WISEA J105605.64+050130.8,0.043363,S0,S0
WISEA J105615.41+455614.3,0.079974,E0,E
WISEA J105630.99+422235.6,0.058949,E0,E
WISEA J105637.58+665742.4,0.041211,S0,S0
WISEA J105653.13+445656.5,0.042670,E/S0,S0
WISEA J105707.10+050250.2,0.055208,S0^-,S0
WISEA J105731.18+063937.7,0.070238,E0,E
WISEA J105737.13+453804.0,0.042683,S0^-,S0
WISEA J105747.55-475033.8,0.019250,E-S0,A
WISEA J105747.55-475033.8,0.019250,E-S0,S0
WISEA J105753.12+062245.3,0.051963,S0,S0
WISEA J105806.99+091910.6,0.034391,S0/a,S0/a
WISEA J105806.99+091910.6,0.034391,S0/a,S0
WISEA J105817.18+092045.8,0.034623,S0,S0
